p2_points_won,p2_trend*server,p1_points_won,game_no*server,p1_place_ge*server,p2_games,elapsed_time,p1_games*server,p2_trend,return_depth_ND,point_no_to_start*server,server,rally_count,point_no_to_start,serve_width_BW,p1_trend,p2_games*server,p2_distance_run,speed_mph,p1_distance_run,point_no,game_no,p2_winner,serve_depth_NCTL,p1_games,past_time,past_time*server,p1_unf_err,last_time,serve_no,set_no*server,p1_trend*server
57,52.0,53,-7.0,-0.0,4,82.25,-2.0,-52.0,0,-4.0,-1,3.0,4,0,52.0,-4.0,10.798,125.0,13.127,110,7,1.0,0,2,2.299999999999997,-2.299999999999997,0.0,0.5833333333333428,1,-2.0,-52.0
57,53.0,54,-7.0,-0.0,4,82.76666666666667,-2.0,-53.0,1,-5.0,-1,2.0,5,0,53.0,-4.0,14.758,108.0,40.298,111,7,0.0,1,2,2.816666666666663,-2.816666666666663,0.0,0.5666666666666629,2,-2.0,-53.0
57,54.0,55,-7.0,-0.0,4,83.96666666666667,-2.0,-54.0,1,-6.0,-1,8.0,6,1,54.0,-4.0,39.635,98.0,50.075,112,7,0.0,1,2,4.016666666666666,-4.016666666666666,0.0,0.5166666666666657,2,-2.0,-54.0
58,55.0,55,-7.0,-1.0,4,85.01666666666667,-2.0,-55.0,0,-7.0,-1,8.0,7,0,55.0,-4.0,28.309,115.0,33.142,113,7,0.0,1,2,5.066666666666663,-5.066666666666663,0.0,1.2000000000000028,1,-2.0,-55.0
59,55.0,55,-7.0,-0.0,4,85.53333333333333,-2.0,-55.0,1,-8.0,-1,1.0,8,0,55.0,-4.0,5.977,120.0,11.436,114,7,0.0,0,2,5.583333333333329,-5.583333333333329,0.0,1.0499999999999972,1,-2.0,-55.0
59,55.0,56,-7.0,-1.0,4,86.28333333333333,-2.0,-55.0,0,-9.0,-1,7.0,9,0,55.0,-4.0,26.376,130.0,32.537,115,7,1.0,1,2,6.333333333333329,-6.333333333333329,0.0,0.5166666666666657,1,-2.0,-55.0
59,56.0,57,-7.0,-0.0,4,86.98333333333333,-2.0,-56.0,0,-10.0,-1,4.0,10,1,56.0,-4.0,12.446,124.0,15.161,116,7,0.0,1,2,7.033333333333331,-7.033333333333331,0.0,0.75,2,-2.0,-56.0
59,57.0,58,-7.0,-1.0,4,88.46666666666667,-2.0,-57.0,1,-11.0,-1,6.0,11,0,57.0,-4.0,22.001,113.0,26.033,117,7,0.0,0,2,8.516666666666666,-8.516666666666666,0.0,0.7000000000000028,1,-2.0,-57.0
59,-58.0,59,8.0,0.0,4,90.48333333333333,3.0,-58.0,1,0.0,1,2.0,0,1,58.0,4.0,6.693,130.0,9.834,118,8,0.0,1,3,0.0,0.0,0.0,1.4833333333333343,1,2.0,58.0
59,-59.0,60,8.0,1.0,4,90.8,3.0,-59.0,1,1.0,1,1.0,1,0,59.0,4.0,3.901,109.0,2.388,119,8,0.0,0,3,0.3166666666666629,0.3166666666666629,0.0,2.0166666666666657,2,2.0,59.0
59,-60.0,61,8.0,1.0,4,91.35,3.0,-60.0,0,2.0,1,1.0,2,1,60.0,4.0,3.993,91.0,3.157,120,8,0.0,1,3,0.86666666666666,0.86666666666666,0.0,0.3166666666666629,2,2.0,60.0
59,-61.0,62,8.0,1.0,4,91.98333333333333,3.0,-61.0,0,3.0,1,3.0,3,0,61.0,4.0,15.422,100.0,9.182,121,8,0.0,1,3,1.5,1.5,0.0,0.5499999999999972,1,2.0,61.0
59,62.0,63,-9.0,-0.0,4,92.75,-4.0,-62.0,1,-0.0,-1,3.0,0,0,62.0,-4.0,12.581,113.0,9.346,122,9,0.0,0,4,0.0,-0.0,0.0,0.63333333333334,1,-2.0,-62.0
60,63.0,63,-9.0,-1.0,4,93.18333333333334,-4.0,-63.0,0,-1.0,-1,2.0,1,0,63.0,-4.0,7.568,130.0,8.636,123,9,0.0,1,4,0.4333333333333371,-0.4333333333333371,0.0,0.7666666666666657,1,-2.0,-63.0
61,63.0,63,-9.0,-0.0,4,93.61666666666666,-4.0,-63.0,0,-2.0,-1,1.0,2,0,63.0,-4.0,1.046,125.0,1.547,124,9,1.0,1,4,0.86666666666666,-0.86666666666666,0.0,0.4333333333333371,2,-2.0,-63.0
62,63.0,63,-9.0,-0.0,4,94.26666666666667,-4.0,-63.0,1,-3.0,-1,1.0,3,0,63.0,-4.0,3.731,106.0,4.077,125,9,0.0,1,4,1.5166666666666657,-1.5166666666666657,0.0,0.4333333333333229,1,-2.0,-63.0
63,63.0,63,-9.0,-0.0,4,94.7,-4.0,-63.0,0,-4.0,-1,1.0,4,0,63.0,-4.0,4.601,123.0,7.731,126,9,1.0,1,4,1.9500000000000028,-1.9500000000000028,0.0,0.6500000000000057,1,-2.0,-63.0
63,-63.0,64,10.0,0.0,5,96.46666666666667,4.0,-63.0,0,0.0,1,3.0,0,0,63.0,5.0,15.027,126.0,30.357,127,10,0.0,1,4,0.0,0.0,0.0,0.4333333333333371,1,2.0,63.0
64,-64.0,64,10.0,1.0,5,96.95,4.0,-64.0,0,1.0,1,1.0,1,0,64.0,5.0,10.031,127.0,5.517,128,10,0.0,1,4,0.4833333333333343,0.4833333333333343,0.0,1.7666666666666657,2,2.0,64.0
64,-64.0,65,10.0,0.0,5,98.01666666666667,4.0,-64.0,0,2.0,1,6.0,2,0,64.0,5.0,36.142,119.0,18.229,129,10,0.0,1,4,1.5499999999999972,1.5499999999999972,0.0,0.4833333333333343,2,2.0,64.0
64,-65.0,66,10.0,1.0,5,98.71666666666667,4.0,-65.0,1,3.0,1,1.0,3,0,65.0,5.0,3.42,91.0,2.83,130,10,0.0,1,4,2.25,2.25,0.0,1.0666666666666629,1,2.0,65.0
65,-66.0,66,10.0,1.0,5,99.38333333333334,4.0,-66.0,1,4.0,1,7.0,4,0,66.0,5.0,55.37,115.0,32.24,131,10,0.0,1,4,2.9166666666666714,2.9166666666666714,0.0,0.7000000000000028,1,2.0,66.0
65,-66.0,67,10.0,1.0,5,99.93333333333334,4.0,-66.0,1,5.0,1,2.0,5,1,66.0,5.0,13.062,114.0,9.467,132,10,0.0,1,4,3.4666666666666686,3.4666666666666686,0.0,0.6666666666666714,1,2.0,66.0
66,67.0,67,-11.0,-0.0,5,100.73333333333333,-5.0,-67.0,1,-0.0,-1,5.0,0,0,67.0,-5.0,24.158,119.0,18.941,133,11,0.0,1,5,0.0,-0.0,0.0,0.5499999999999972,1,-2.0,-67.0
67,67.0,67,-11.0,-0.0,5,101.16666666666667,-5.0,-67.0,1,-1.0,-1,1.0,1,0,67.0,-5.0,0.648,111.0,1.087,134,11,1.0,0,5,0.4333333333333371,-0.4333333333333371,0.0,0.7999999999999972,1,-2.0,-67.0
67,67.0,68,-11.0,-0.0,5,101.65,-5.0,-67.0,0,-2.0,-1,1.0,2,0,67.0,-5.0,4.743,132.0,7.276,135,11,0.0,0,5,0.9166666666666714,-0.9166666666666714,0.0,0.4333333333333371,2,-2.0,-67.0
68,68.0,68,-11.0,-0.0,5,102.36666666666666,-5.0,-68.0,0,-3.0,-1,2.0,3,0,68.0,-5.0,8.844,105.0,10.946,136,11,0.0,1,5,1.6333333333333258,-1.6333333333333258,0.0,0.4833333333333343,1,-2.0,-68.0
69,68.0,68,-11.0,-0.0,5,103.25,-5.0,-68.0,1,-4.0,-1,3.0,4,1,68.0,-5.0,13.468,132.0,28.855,137,11,0.0,0,5,2.5166666666666657,-2.5166666666666657,0.0,0.7166666666666544,2,-2.0,-68.0
69,-68.0,69,12.0,0.0,6,105.4,5.0,-68.0,0,0.0,1,1.0,0,0,68.0,6.0,5.199,100.0,4.713,138,12,0.0,1,5,0.0,0.0,0.0,0.88333333333334,1,2.0,68.0
69,-69.0,70,12.0,1.0,6,105.98333333333333,5.0,-69.0,0,1.0,1,1.0,1,0,69.0,6.0,7.217,129.0,7.323,139,12,0.0,1,5,0.5833333333333286,0.5833333333333286,0.0,2.1500000000000057,2,2.0,69.0
69,-70.0,71,12.0,1.0,6,106.63333333333334,5.0,-70.0,1,2.0,1,1.0,2,1,70.0,6.0,3.688,98.0,1.865,140,12,0.0,1,5,1.2333333333333343,1.2333333333333343,0.0,0.5833333333333286,2,2.0,70.0
69,-71.0,72,12.0,1.0,6,107.28333333333333,5.0,-71.0,1,3.0,1,1.0,3,0,71.0,6.0,2.386,122.0,1.945,141,12,0.0,1,5,1.8833333333333258,1.8833333333333258,0.0,0.6500000000000057,1,2.0,71.0
70,72.0,72,-13.0,-0.0,6,108.2,-6.0,-72.0,1,-0.0,-1,3.0,0,0,72.0,-6.0,42.672,129.0,18.845,142,13,0.0,1,6,0.0,-0.0,0.0,0.6499999999999915,1,-2.0,-72.0
70,-72.0,73,13.0,0.0,6,109.18333333333334,6.0,-72.0,1,1.0,1,15.0,1,0,72.0,6.0,52.441,128.0,68.799,143,13,0.0,1,6,0.9833333333333343,0.9833333333333343,0.0,0.9166666666666714,1,2.0,72.0
70,-73.0,74,13.0,0.0,6,109.61666666666666,6.0,-73.0,0,2.0,1,1.0,2,0,73.0,6.0,5.357,127.0,5.871,144,13,0.0,1,6,1.4166666666666572,1.4166666666666572,0.0,0.9833333333333343,2,2.0,73.0
71,74.0,74,-13.0,-1.0,6,111.53333333333333,-6.0,-74.0,1,-3.0,-1,13.0,3,0,74.0,-6.0,46.792,100.0,51.185,145,13,0.0,1,6,3.3333333333333286,-3.3333333333333286,0.0,0.4333333333333229,1,-2.0,-74.0
72,74.0,74,-13.0,-0.0,6,112.05,-6.0,-74.0,1,-4.0,-1,1.0,4,0,74.0,-6.0,6.262,128.0,9.273,146,13,1.0,0,6,3.8499999999999943,-3.8499999999999943,0.0,1.9166666666666714,1,-2.0,-74.0
72,-74.0,75,13.0,0.0,6,112.68333333333334,6.0,-74.0,1,5.0,1,1.0,5,0,74.0,6.0,4.836,130.0,4.948,147,13,1.0,0,6,4.483333333333334,4.483333333333334,0.0,0.5166666666666657,1,2.0,74.0
72,-75.0,76,13.0,0.0,6,113.71666666666667,6.0,-75.0,1,6.0,1,5.0,6,0,75.0,6.0,22.749,119.0,24.001,148,13,0.0,1,6,5.516666666666666,5.516666666666666,0.0,0.63333333333334,1,2.0,75.0
73,76.0,76,-13.0,-1.0,6,114.41666666666667,-6.0,-76.0,0,-7.0,-1,1.0,7,0,76.0,-6.0,8.583,111.0,4.91,149,13,0.0,0,6,6.216666666666669,-6.216666666666669,0.0,1.0333333333333314,1,-2.0,-76.0
74,76.0,76,-13.0,-0.0,6,114.95,-6.0,-76.0,0,-8.0,-1,1.0,8,0,76.0,-6.0,8.641,127.0,10.121,150,13,0.0,1,6,6.75,-6.75,0.0,0.7000000000000028,2,-2.0,-76.0
74,-76.0,77,13.0,0.0,6,115.88333333333334,6.0,-76.0,0,9.0,1,3.0,9,0,76.0,6.0,12.593,104.0,12.105,151,13,0.0,1,6,7.683333333333337,7.683333333333337,1.0,0.5333333333333314,1,2.0,76.0
74,-77.0,78,13.0,0.0,6,116.53333333333333,6.0,-77.0,1,10.0,1,5.0,10,0,77.0,6.0,27.636,130.0,19.083,152,13,0.0,0,6,8.333333333333329,8.333333333333329,0.0,0.9333333333333371,1,2.0,77.0
75,78.0,78,-13.0,-1.0,6,117.18333333333334,-6.0,-78.0,1,-11.0,-1,3.0,11,0,78.0,-6.0,7.639,129.0,4.877,153,13,0.0,0,6,8.983333333333334,-8.983333333333334,0.0,0.6499999999999915,1,-2.0,-78.0
76,78.0,78,-13.0,-0.0,6,118.41666666666667,-6.0,-78.0,1,-12.0,-1,3.0,12,0,78.0,-6.0,14.846,129.0,20.076,154,13,0.0,0,6,10.216666666666669,-10.216666666666669,0.0,0.6500000000000057,1,-2.0,-78.0
77,-78.0,78,13.0,0.0,6,119.06666666666666,6.0,-78.0,1,13.0,1,1.0,13,0,78.0,6.0,4.409,128.0,5.514,155,13,0.0,1,6,10.86666666666666,10.86666666666666,0.0,1.2333333333333343,1,2.0,78.0
77,-78.0,79,1.0,0.0,0,124.08333333333333,0.0,-78.0,1,0.0,1,4.0,0,0,78.0,0.0,19.769,122.0,28.777,156,1,0.0,1,0,0.0,0.0,0.0,0.6499999999999915,2,3.0,78.0
78,-79.0,79,1.0,1.0,0,124.83333333333333,0.0,-79.0,0,1.0,1,7.0,1,0,79.0,0.0,47.51,96.0,26.561,157,1,0.0,0,0,0.75,0.75,0.0,5.016666666666666,2,3.0,79.0
78,-79.0,80,1.0,0.0,0,125.63333333333334,0.0,-79.0,1,2.0,1,4.0,2,0,79.0,0.0,25.367,96.0,17.347,158,1,0.0,1,0,1.5500000000000114,1.5500000000000114,0.0,0.75,2,3.0,79.0
79,-80.0,80,1.0,1.0,0,126.33333333333333,0.0,-80.0,1,3.0,1,1.0,3,0,80.0,0.0,3.97,126.0,3.959,159,1,0.0,0,0,2.25,2.25,0.0,0.8000000000000114,2,3.0,80.0
79,-80.0,81,1.0,0.0,0,127.03333333333333,0.0,-80.0,1,4.0,1,0.0,4,0,80.0,0.0,6.694,126.0,5.45,160,1,0.0,0,0,2.950000000000003,2.950000000000003,1.0,0.6999999999999886,1,3.0,80.0
79,-81.0,82,1.0,1.0,0,127.45,0.0,-81.0,0,5.0,1,1.0,5,0,81.0,0.0,5.861,113.0,4.131,161,1,0.0,0,0,3.3666666666666742,3.3666666666666742,0.0,0.7000000000000028,1,3.0,81.0
79,82.0,83,-2.0,-0.0,0,128.68333333333334,-1.0,-82.0,1,-0.0,-1,1.0,0,0,82.0,-0.0,15.75,113.0,6.968,162,2,0.0,1,1,0.0,-0.0,0.0,0.4166666666666714,1,-3.0,-82.0
80,83.0,83,-2.0,-1.0,0,129.46666666666667,-1.0,-83.0,1,-1.0,-1,8.0,1,0,83.0,-0.0,33.494,126.0,33.675,163,2,0.0,1,1,0.7833333333333314,-0.7833333333333314,0.0,1.2333333333333343,1,-3.0,-83.0
81,83.0,83,-2.0,-0.0,0,130.0,-1.0,-83.0,1,-2.0,-1,1.0,2,0,83.0,-0.0,6.57,130.0,9.172,164,2,0.0,1,1,1.3166666666666629,-1.3166666666666629,0.0,0.7833333333333314,2,-3.0,-83.0
81,83.0,84,-2.0,-0.0,0,130.91666666666666,-1.0,-83.0,1,-3.0,-1,3.0,3,0,83.0,-0.0,20.502,109.0,52.816,165,2,1.0,1,1,2.23333333333332,-2.23333333333332,0.0,0.5333333333333314,1,-3.0,-83.0
81,84.0,85,-2.0,-0.0,0,131.58333333333334,-1.0,-84.0,0,-4.0,-1,2.0,4,1,84.0,-0.0,6.624,128.0,9.47,166,2,0.0,1,1,2.9000000000000057,-2.9000000000000057,0.0,0.9166666666666572,1,-3.0,-84.0
82,85.0,85,-2.0,-1.0,0,132.25,-1.0,-85.0,1,-5.0,-1,4.0,5,0,85.0,-0.0,14.558,130.0,17.922,167,2,0.0,1,1,3.566666666666663,-3.566666666666663,0.0,0.6666666666666856,1,-3.0,-85.0
82,85.0,86,-2.0,-0.0,0,132.88333333333333,-1.0,-85.0,1,-6.0,-1,3.0,6,0,85.0,-0.0,10.886,127.0,11.452,168,2,1.0,0,1,4.199999999999989,-4.199999999999989,0.0,0.6666666666666572,2,-3.0,-85.0
83,86.0,86,-2.0,-1.0,0,133.63333333333333,-1.0,-86.0,1,-7.0,-1,2.0,7,1,86.0,-0.0,6.082,114.0,8.123,169,2,0.0,1,1,4.949999999999989,-4.949999999999989,0.0,0.6333333333333258,1,-3.0,-86.0
84,86.0,86,-2.0,-0.0,0,134.13333333333333,-1.0,-86.0,1,-8.0,-1,1.0,8,0,86.0,-0.0,7.822,130.0,27.335,170,2,0.0,0,1,5.449999999999989,-5.449999999999989,0.0,0.75,1,-3.0,-86.0
84,86.0,87,-2.0,-1.0,0,134.88333333333333,-1.0,-86.0,1,-9.0,-1,3.0,9,1,86.0,-0.0,7.241,118.0,10.23,171,2,1.0,1,1,6.199999999999989,-6.199999999999989,0.0,0.5,2,-3.0,-86.0
85,87.0,87,-2.0,-0.0,0,135.8,-1.0,-87.0,1,-10.0,-1,0.0,10,0,87.0,-0.0,6.606,118.0,11.861,172,2,0.0,0,1,7.116666666666674,-7.116666666666674,0.0,0.75,1,-3.0,-87.0
86,87.0,87,-2.0,-1.0,0,136.25,-1.0,-87.0,1,-11.0,-1,1.0,11,0,87.0,-0.0,3.806,129.0,6.797,173,2,0.0,0,1,7.566666666666663,-7.566666666666663,0.0,0.9166666666666856,1,-3.0,-87.0
86,-87.0,88,3.0,0.0,1,136.96666666666667,1.0,-87.0,1,0.0,1,5.0,0,0,87.0,1.0,14.275,128.0,16.698,174,3,1.0,1,1,0.0,0.0,0.0,0.44999999999998863,2,3.0,87.0
86,-88.0,89,3.0,1.0,1,137.76666666666668,1.0,-88.0,1,1.0,1,7.0,1,0,88.0,1.0,30.75,92.0,22.725,175,3,0.0,1,1,0.8000000000000114,0.8000000000000114,0.0,0.7166666666666686,1,3.0,88.0
87,-89.0,89,3.0,1.0,1,138.26666666666668,1.0,-89.0,1,2.0,1,3.0,2,0,89.0,1.0,19.121,114.0,10.8,176,3,0.0,1,1,1.3000000000000114,1.3000000000000114,0.0,0.8000000000000114,1,3.0,89.0
88,-89.0,89,3.0,1.0,1,138.88333333333333,1.0,-89.0,0,3.0,1,6.0,3,0,89.0,1.0,32.934,127.0,28.877,177,3,1.0,1,1,1.9166666666666572,1.9166666666666572,0.0,0.5,2,3.0,89.0
88,-89.0,90,3.0,0.0,1,139.65,1.0,-89.0,1,4.0,1,4.0,4,1,89.0,1.0,14.741,95.0,16.725,178,3,0.0,0,1,2.683333333333337,2.683333333333337,1.0,0.6166666666666458,2,3.0,89.0
88,-90.0,91,3.0,1.0,1,140.45,1.0,-90.0,0,5.0,1,3.0,5,0,90.0,1.0,11.092,104.0,11.081,179,3,0.0,1,1,3.48333333333332,3.48333333333332,0.0,0.7666666666666799,1,3.0,90.0
88,91.0,92,-4.0,-0.0,1,142.76666666666668,-2.0,-91.0,0,-0.0,-1,1.0,0,0,91.0,-1.0,24.521,122.0,7.905,180,4,0.0,0,2,0.0,-0.0,0.0,0.799999999999983,2,-3.0,-91.0
88,92.0,93,-4.0,-1.0,1,143.6,-2.0,-92.0,1,-1.0,-1,2.0,1,0,92.0,-1.0,13.467,108.0,9.981,181,4,0.0,1,2,0.8333333333333144,-0.8333333333333144,0.0,2.3166666666666913,1,-3.0,-92.0
89,93.0,93,-4.0,-1.0,1,144.35,-2.0,-93.0,0,-2.0,-1,6.0,2,1,93.0,-1.0,24.671,129.0,27.698,182,4,0.0,0,2,1.5833333333333144,-1.5833333333333144,0.0,0.8333333333333144,2,-3.0,-93.0
89,93.0,94,-4.0,-1.0,1,145.5,-2.0,-93.0,0,-3.0,-1,3.0,3,0,93.0,-1.0,11.909,106.0,20.258,183,4,0.0,0,2,2.73333333333332,-2.73333333333332,1.0,0.75,1,-3.0,-93.0
89,94.0,95,-4.0,-1.0,1,145.98333333333332,-2.0,-94.0,0,-4.0,-1,2.0,4,1,94.0,-1.0,7.399,127.0,12.132,184,4,0.0,1,2,3.21666666666664,-3.21666666666664,0.0,1.1500000000000057,1,-3.0,-94.0
89,-95.0,96,5.0,0.0,1,146.75,3.0,-95.0,1,0.0,1,6.0,0,0,95.0,1.0,21.594,133.0,25.215,185,5,0.0,1,3,0.0,0.0,0.0,0.48333333333332007,1,3.0,95.0
89,-96.0,97,5.0,1.0,1,147.15,3.0,-96.0,1,1.0,1,1.0,1,0,96.0,1.0,0.853,130.0,0.585,186,5,0.0,1,3,0.4000000000000057,0.4000000000000057,0.0,0.7666666666666799,1,3.0,96.0
89,-97.0,98,5.0,1.0,1,147.58333333333334,3.0,-97.0,0,2.0,1,1.0,2,0,97.0,1.0,3.696,127.0,1.91,187,5,0.0,0,3,0.8333333333333428,0.8333333333333428,0.0,0.4000000000000057,2,3.0,97.0
90,-98.0,98,5.0,1.0,1,148.35,3.0,-98.0,1,3.0,1,9.0,3,0,98.0,1.0,27.732,103.0,26.138,188,5,0.0,1,3,1.5999999999999943,1.5999999999999943,0.0,0.4333333333333371,2,3.0,98.0
90,-98.0,99,5.0,1.0,1,148.98333333333332,3.0,-98.0,1,4.0,1,0.0,4,0,98.0,1.0,1.74,103.0,1.076,189,5,0.0,0,3,2.23333333333332,2.23333333333332,1.0,0.7666666666666515,1,3.0,98.0
90,99.0,100,-6.0,-0.0,1,151.05,-4.0,-99.0,1,-0.0,-1,1.0,0,0,99.0,-1.0,1.077,107.0,0.778,190,6,0.0,0,4,0.0,-0.0,0.0,0.6333333333333258,2,-3.0,-99.0
91,100.0,100,-6.0,-1.0,1,152.01666666666668,-4.0,-100.0,1,-1.0,-1,4.0,1,0,100.0,-1.0,15.911,110.0,17.965,191,6,0.0,1,4,0.9666666666666686,-0.9666666666666686,0.0,2.0666666666666913,1,-3.0,-100.0
92,100.0,100,-6.0,-0.0,1,152.4,-4.0,-100.0,1,-2.0,-1,1.0,2,0,100.0,-1.0,0.785,121.0,1.075,192,6,1.0,1,4,1.3499999999999943,-1.3499999999999943,0.0,0.9666666666666686,2,-3.0,-100.0
92,100.0,101,-6.0,-0.0,1,153.01666666666668,-4.0,-100.0,0,-3.0,-1,1.0,3,0,100.0,-1.0,3.528,107.0,4.072,193,6,0.0,1,4,1.9666666666666686,-1.9666666666666686,0.0,0.38333333333332575,2,-3.0,-100.0
93,101.0,101,-6.0,-0.0,1,154.06666666666666,-4.0,-101.0,0,-4.0,-1,2.0,4,1,101.0,-1.0,18.237,105.0,15.125,194,6,0.0,1,4,3.0166666666666515,-3.0166666666666515,0.0,0.6166666666666742,2,-3.0,-101.0
94,101.0,101,-6.0,-0.0,1,154.76666666666668,-4.0,-101.0,1,-5.0,-1,3.0,5,0,101.0,-1.0,8.608,111.0,8.346,195,6,1.0,1,4,3.7166666666666686,-3.7166666666666686,0.0,1.049999999999983,1,-3.0,-101.0
94,-101.0,102,7.0,0.0,2,155.36666666666667,4.0,-101.0,1,0.0,1,1.0,0,0,101.0,2.0,6.858,132.0,11.882,196,7,0.0,1,4,0.0,0.0,0.0,0.700000000000017,1,3.0,101.0
94,-102.0,103,7.0,1.0,2,155.76666666666668,4.0,-102.0,1,1.0,1,1.0,1,0,102.0,2.0,5.284,107.0,3.652,197,7,0.0,1,4,0.4000000000000057,0.4000000000000057,0.0,0.5999999999999943,1,3.0,102.0
94,-103.0,104,7.0,1.0,2,156.25,4.0,-103.0,1,2.0,1,3.0,2,0,103.0,2.0,15.647,117.0,13.487,198,7,0.0,0,4,0.8833333333333258,0.8833333333333258,0.0,0.4000000000000057,2,3.0,103.0
94,-104.0,105,7.0,1.0,2,156.9,4.0,-104.0,1,3.0,1,3.0,3,0,104.0,2.0,15.843,90.0,14.958,199,7,0.0,1,4,1.5333333333333314,1.5333333333333314,0.0,0.48333333333332007,1,3.0,104.0
95,105.0,105,-8.0,-0.0,2,158.81666666666666,-5.0,-105.0,1,-0.0,-1,1.0,0,0,105.0,-2.0,0.859,109.0,0.778,200,8,0.0,0,5,0.0,-0.0,0.0,0.6500000000000057,1,-3.0,-105.0
95,105.0,106,-8.0,-0.0,2,159.15,-5.0,-105.0,0,-1.0,-1,1.0,1,0,105.0,-2.0,4.45,126.0,6.718,201,8,0.0,1,5,0.3333333333333428,-0.3333333333333428,0.0,1.9166666666666572,1,-3.0,-105.0
96,106.0,106,-8.0,-0.0,2,159.65,-5.0,-106.0,1,-2.0,-1,2.0,2,0,106.0,-2.0,6.643,116.0,7.631,202,8,0.0,1,5,0.8333333333333428,-0.8333333333333428,0.0,0.3333333333333428,1,-3.0,-106.0
96,106.0,107,-8.0,-0.0,2,160.56666666666666,-5.0,-106.0,1,-3.0,-1,9.0,3,1,106.0,-2.0,52.444,116.0,70.044,203,8,0.0,1,5,1.75,-1.75,0.0,0.5,1,-3.0,-106.0
96,107.0,108,-8.0,-0.0,2,161.46666666666667,-5.0,-107.0,1,-4.0,-1,10.0,4,1,107.0,-2.0,42.683,127.0,42.94,204,8,0.0,1,5,2.6500000000000057,-2.6500000000000057,0.0,0.9166666666666572,1,-3.0,-107.0
97,108.0,108,-8.0,-1.0,2,162.11666666666667,-5.0,-108.0,0,-5.0,-1,4.0,5,1,108.0,-2.0,17.538,114.0,21.835,205,8,0.0,1,5,3.3000000000000114,-3.3000000000000114,0.0,0.9000000000000057,1,-3.0,-108.0
98,108.0,108,-8.0,-0.0,2,162.58333333333334,-5.0,-108.0,0,-6.0,-1,1.0,6,0,108.0,-2.0,0.772,127.0,0.729,206,8,1.0,0,5,3.76666666666668,-3.76666666666668,0.0,0.6500000000000057,1,-3.0,-108.0
99,108.0,108,-8.0,-1.0,2,163.03333333333333,-5.0,-108.0,0,-7.0,-1,1.0,7,0,108.0,-2.0,0.719,114.0,1.617,207,8,1.0,0,5,4.216666666666669,-4.216666666666669,0.0,0.46666666666666856,1,-3.0,-108.0
99,-108.0,109,9.0,0.0,3,163.78333333333333,5.0,-108.0,0,0.0,1,1.0,0,0,108.0,3.0,0.73,124.0,1.136,208,9,1.0,1,5,0.0,0.0,0.0,0.44999999999998863,2,3.0,108.0
99,-109.0,110,9.0,1.0,3,164.5,5.0,-109.0,1,1.0,1,1.0,1,0,109.0,3.0,36.062,97.0,7.308,209,9,0.0,0,5,0.7166666666666686,0.7166666666666686,0.0,0.75,1,3.0,109.0
99,-110.0,111,9.0,1.0,3,165.08333333333334,5.0,-110.0,1,2.0,1,3.0,2,0,110.0,3.0,22.045,109.0,12.63,210,9,0.0,1,5,1.3000000000000114,1.3000000000000114,0.0,0.7166666666666686,2,3.0,110.0
100,-111.0,111,9.0,1.0,3,165.96666666666667,5.0,-111.0,0,3.0,1,1.0,3,0,111.0,3.0,3.606,95.0,4.239,211,9,0.0,1,5,2.183333333333337,2.183333333333337,0.0,0.5833333333333428,1,3.0,111.0
100,-111.0,112,9.0,1.0,3,166.48333333333332,5.0,-111.0,1,4.0,1,2.0,4,0,111.0,3.0,15.575,112.0,8.358,212,9,0.0,1,5,2.6999999999999886,2.6999999999999886,1.0,0.8833333333333258,1,3.0,111.0
100,112.0,113,-1.0,-0.0,0,169.28333333333333,-0.0,-112.0,0,-0.0,-1,1.0,0,0,112.0,-0.0,13.833,128.0,11.526,213,1,0.0,1,0,0.0,-0.0,0.0,0.5166666666666515,2,-4.0,-112.0
101,113.0,113,-1.0,-1.0,0,170.05,-0.0,-113.0,1,-1.0,-1,4.0,1,1,113.0,-0.0,14.93,110.0,32.923,214,1,0.0,0,0,0.7666666666666799,-0.7666666666666799,0.0,2.8000000000000114,2,-4.0,-113.0
102,113.0,113,-1.0,-0.0,0,170.8,-0.0,-113.0,0,-2.0,-1,3.0,2,1,113.0,-0.0,16.987,98.0,16.843,215,1,0.0,1,0,1.51666666666668,-1.51666666666668,0.0,0.7666666666666799,1,-4.0,-113.0
103,113.0,113,-1.0,-0.0,0,171.2,-0.0,-113.0,0,-3.0,-1,1.0,3,0,113.0,-0.0,6.893,109.0,8.902,216,1,0.0,0,0,1.9166666666666572,-1.9166666666666572,0.0,0.75,1,-4.0,-113.0
104,113.0,113,-1.0,-0.0,0,171.66666666666666,-0.0,-113.0,0,-4.0,-1,1.0,4,0,113.0,-0.0,8.153,128.0,7.188,217,1,0.0,0,0,2.3833333333333258,-2.3833333333333258,0.0,0.39999999999997726,1,-4.0,-113.0
104,-113.0,114,2.0,0.0,1,172.58333333333334,0.0,-113.0,0,0.0,1,1.0,0,0,113.0,1.0,0.911,129.0,1.203,218,2,1.0,1,0,0.0,0.0,0.0,0.46666666666666856,1,4.0,113.0
105,-114.0,114,2.0,1.0,1,173.16666666666666,0.0,-114.0,1,1.0,1,7.0,1,0,114.0,1.0,30.651,121.0,25.195,219,2,0.0,1,0,0.5833333333333144,0.5833333333333144,0.0,0.9166666666666856,2,4.0,114.0
