p2_points_won,p2_trend*server,p1_points_won,game_no*server,p1_place_ge*server,p2_games,elapsed_time,p1_games*server,p2_trend,return_depth_ND,point_no_to_start*server,server,rally_count,point_no_to_start,serve_width_BW,p1_trend,p2_games*server,p2_distance_run,speed_mph,p1_distance_run,point_no,game_no,p2_winner,serve_depth_NCTL,p1_games,past_time,past_time*server,p1_unf_err,last_time,serve_no,set_no*server,p1_trend*server,factor
77,-78,78,13,0,6,119.0666667,6,-78,1,13,1,1,13,0,78,6,4.409,128,5.514,155,13,0,1,6,10.86666667,10.86666667,0,1.233333333,1,2,78,0.608069
77,-78,79,1,0,0,124.0833333,0,-78,1,0,1,4,0,0,78,0,19.769,122,28.777,156,1,0,1,0,0,0,0,0.65,2,3,78,1.367281
78,-79,79,1,1,0,124.8333333,0,-79,0,1,1,7,1,0,79,0,47.51,96,26.561,157,1,0,0,0,0.75,0.75,0,5.016666667,2,3,79,-1.538584
78,-79,80,1,0,0,125.6333333,0,-79,1,2,1,4,2,0,79,0,25.367,96,17.347,158,1,0,1,0,1.55,1.55,0,0.75,2,3,79,1.538208
79,-80,80,1,1,0,126.3333333,0,-80,1,3,1,1,3,0,80,0,3.97,126,3.959,159,1,0,0,0,2.25,2.25,0,0.8,2,3,80,-1.970896
79,-80,81,1,0,0,127.0333333,0,-80,1,4,1,0,4,0,80,0,6.694,126,5.45,160,1,0,0,0,2.95,2.95,1,0.7,1,3,80,1.777172
79,-81,82,1,1,0,127.45,0,-81,0,5,1,1,5,0,81,0,5.861,113,4.131,161,1,0,0,0,3.366666667,3.366666667,0,0.7,1,3,81,1.00144
79,-82,83,2,0,0,128.6833333,1,-82,1,0,1,1,0,0,82,0,15.75,113,6.968,162,2,0,1,1,0,0,0,0.416666667,1,3,82,-0.355386
80,-83,83,2,1,0,129.4666667,1,-83,1,1,1,8,1,0,83,0,33.494,126,33.675,163,2,0,1,1,0.783333333,0.783333333,0,1.233333333,1,3,83,-3.21086
81,-83,83,2,0,0,130,1,-83,1,2,1,1,2,0,83,0,6.57,130,9.172,164,2,0,1,1,1.316666667,1.316666667,0,0.783333333,2,3,83,-1.097372
81,-83,84,2,0,0,130.9166667,1,-83,1,3,1,3,3,0,83,0,20.502,109,52.816,165,2,1,1,1,2.233333333,2.233333333,0,0.533333333,1,3,83,1.508775
81,-84,85,2,0,0,131.5833333,1,-84,0,4,1,2,4,1,84,0,6.624,128,9.47,166,2,0,1,1,2.9,2.9,0,0.916666667,1,3,84,0.800206
82,-85,85,2,1,0,132.25,1,-85,1,5,1,4,5,0,85,0,14.558,130,17.922,167,2,0,1,1,3.566666667,3.566666667,0,0.666666667,1,3,85,-3.208389
82,-85,86,2,0,0,132.8833333,1,-85,1,6,1,3,6,0,85,0,10.886,127,11.452,168,2,1,0,1,4.2,4.2,0,0.666666667,2,3,85,0.732534
83,-86,86,2,1,0,133.6333333,1,-86,1,7,1,2,7,1,86,0,6.082,114,8.123,169,2,0,1,1,4.95,4.95,0,0.633333333,1,3,86,-1.959166
84,-86,86,2,0,0,134.1333333,1,-86,1,8,1,1,8,0,86,0,7.822,130,27.335,170,2,0,0,1,5.45,5.45,0,0.75,1,3,86,-0.490502
84,-86,87,2,1,0,134.8833333,1,-86,1,9,1,3,9,1,86,0,7.241,118,10.23,171,2,1,1,1,6.2,6.2,0,0.5,2,3,86,1.135153
85,-87,87,2,0,0,135.8,1,-87,1,10,1,0,10,0,87,0,6.606,118,11.861,172,2,0,0,1,7.116666667,7.116666667,0,0.75,1,3,87,-3.59438
86,-87,87,2,1,0,136.25,1,-87,1,11,1,1,11,0,87,0,3.806,129,6.797,173,2,0,0,1,7.566666667,7.566666667,0,0.916666667,1,3,87,-1.545112
86,-87,88,3,0,1,136.9666667,1,-87,1,0,1,5,0,0,87,1,14.275,128,16.698,174,3,1,1,1,0,0,0,0.45,2,3,87,1.687748
86,-88,89,3,1,1,137.7666667,1,-88,1,1,1,7,1,0,88,1,30.75,92,22.725,175,3,0,1,1,0.8,0.8,0,0.716666667,1,3,88,-0.038444
87,-89,89,3,1,1,138.2666667,1,-89,1,2,1,3,2,0,89,1,19.121,114,10.8,176,3,0,1,1,1.3,1.3,0,0.8,1,3,89,-1.852383
88,-89,89,3,1,1,138.8833333,1,-89,0,3,1,6,3,0,89,1,32.934,127,28.877,177,3,1,1,1,1.916666667,1.916666667,0,0.5,2,3,89,-1.090596
88,-89,90,3,0,1,139.65,1,-89,1,4,1,4,4,1,89,1,14.741,95,16.725,178,3,0,0,1,2.683333333,2.683333333,1,0.616666667,2,3,89,1.475762
88,-90,91,3,1,1,140.45,1,-90,0,5,1,3,5,0,90,1,11.092,104,11.081,179,3,0,1,1,3.483333333,3.483333333,0,0.766666667,1,3,90,0.952574
88,-91,92,4,0,1,142.7666667,2,-91,0,0,1,1,0,0,91,1,24.521,122,7.905,180,4,0,0,2,0,0,0,0.8,2,3,91,0.863071
88,-92,93,4,1,1,143.6,2,-92,1,1,1,2,1,0,92,1,13.467,108,9.981,181,4,0,1,2,0.833333333,0.833333333,0,2.316666667,1,3,92,1.090536
89,-93,93,4,1,1,144.35,2,-93,0,2,1,6,2,1,93,1,24.671,129,27.698,182,4,0,0,2,1.583333333,1.583333333,0,0.833333333,2,3,93,-2.233577
89,-93,94,4,1,1,145.5,2,-93,0,3,1,3,3,0,93,1,11.909,106,20.258,183,4,0,0,2,2.733333333,2.733333333,1,0.75,1,3,93,2.258406
89,-94,95,4,1,1,145.9833333,2,-94,0,4,1,2,4,1,94,1,7.399,127,12.132,184,4,0,1,2,3.216666667,3.216666667,0,1.15,1,3,94,1.003755
89,-95,96,5,0,1,146.75,3,-95,1,0,1,6,0,0,95,1,21.594,133,25.215,185,5,0,1,3,0,0,0,0.483333333,1,3,95,0.438943
89,-96,97,5,1,1,147.15,3,-96,1,1,1,1,1,0,96,1,0.853,130,0.585,186,5,0,1,3,0.4,0.4,0,0.766666667,1,3,96,1.133581
89,-97,98,5,1,1,147.5833333,3,-97,0,2,1,1,2,0,97,1,3.696,127,1.91,187,5,0,0,3,0.833333333,0.833333333,0,0.4,2,3,97,0.82836
90,-98,98,5,1,1,148.35,3,-98,1,3,1,9,3,0,98,1,27.732,103,26.138,188,5,0,1,3,1.6,1.6,0,0.433333333,2,3,98,-1.029624
90,-98,99,5,1,1,148.9833333,3,-98,1,4,1,0,4,0,98,1,1.74,103,1.076,189,5,0,0,3,2.233333333,2.233333333,1,0.766666667,1,3,98,2.111254
90,-99,100,6,0,1,151.05,4,-99,1,0,1,1,0,0,99,1,1.077,107,0.778,190,6,0,0,4,0,0,0,0.633333333,2,3,99,2.045127
91,-100,100,6,1,1,152.0166667,4,-100,1,1,1,4,1,0,100,1,15.911,110,17.965,191,6,0,1,4,0.966666667,0.966666667,0,2.066666667,1,3,100,-1.161878
92,-100,100,6,0,1,152.4,4,-100,1,2,1,1,2,0,100,1,0.785,121,1.075,192,6,1,1,4,1.35,1.35,0,0.966666667,2,3,100,-1.526964
92,-100,101,6,0,1,153.0166667,4,-100,0,3,1,1,3,0,100,1,3.528,107,4.072,193,6,0,1,4,1.966666667,1.966666667,0,0.383333333,2,3,100,2.741053
93,-101,101,6,0,1,154.0666667,4,-101,0,4,1,2,4,1,101,1,18.237,105,15.125,194,6,0,1,4,3.016666667,3.016666667,0,0.616666667,2,3,101,-1.886516
94,-101,101,6,0,1,154.7666667,4,-101,1,5,1,3,5,0,101,1,8.608,111,8.346,195,6,1,1,4,3.716666667,3.716666667,0,1.05,1,3,101,-1.553457
94,-101,102,7,0,2,155.3666667,4,-101,1,0,1,1,0,0,101,2,6.858,132,11.882,196,7,0,1,4,0,0,0,0.7,1,3,101,2.054368
94,-102,103,7,1,2,155.7666667,4,-102,1,1,1,1,1,0,102,2,5.284,107,3.652,197,7,0,1,4,0.4,0.4,0,0.6,1,3,102,0.075751
94,-103,104,7,1,2,156.25,4,-103,1,2,1,3,2,0,103,2,15.647,117,13.487,198,7,0,0,4,0.883333333,0.883333333,0,0.4,2,3,103,1.874597
94,-104,105,7,1,2,156.9,4,-104,1,3,1,3,3,0,104,2,15.843,90,14.958,199,7,0,1,4,1.533333333,1.533333333,0,0.483333333,1,3,104,1.672503
95,-105,105,8,0,2,158.8166667,5,-105,1,0,1,1,0,0,105,2,0.859,109,0.778,200,8,0,0,5,0,0,0,0.65,1,3,105,-2.184481
95,-105,106,8,0,2,159.15,5,-105,0,1,1,1,1,0,105,2,4.45,126,6.718,201,8,0,1,5,0.333333333,0.333333333,0,1.916666667,1,3,105,1.988243
96,-106,106,8,0,2,159.65,5,-106,1,2,1,2,2,0,106,2,6.643,116,7.631,202,8,0,1,5,0.833333333,0.833333333,0,0.333333333,1,3,106,-2.214017
96,-106,107,8,0,2,160.5666667,5,-106,1,3,1,9,3,1,106,2,52.444,116,70.044,203,8,0,1,5,1.75,1.75,0,0.5,1,3,106,2.772839
96,-107,108,8,0,2,161.4666667,5,-107,1,4,1,10,4,1,107,2,42.683,127,42.94,204,8,0,1,5,2.65,2.65,0,0.916666667,1,3,107,0.941869
97,-108,108,8,1,2,162.1166667,5,-108,0,5,1,4,5,1,108,2,17.538,114,21.835,205,8,0,1,5,3.3,3.3,0,0.9,1,3,108,-2.611647
98,-108,108,8,0,2,162.5833333,5,-108,0,6,1,1,6,0,108,2,0.772,127,0.729,206,8,1,0,5,3.766666667,3.766666667,0,0.65,1,3,108,-0.742056
99,-108,108,8,1,2,163.0333333,5,-108,0,7,1,1,7,0,108,2,0.719,114,1.617,207,8,1,0,5,4.216666667,4.216666667,0,0.466666667,1,3,108,-1.58204
99,-108,109,9,0,3,163.7833333,5,-108,0,0,1,1,0,0,108,3,0.73,124,1.136,208,9,1,1,5,0,0,0,0.45,2,3,108,2.533305
99,-109,110,9,1,3,164.5,5,-109,1,1,1,1,1,0,109,3,36.062,97,7.308,209,9,0,0,5,0.716666667,0.716666667,0,0.75,1,3,109,1.205756
99,-110,111,9,1,3,165.0833333,5,-110,1,2,1,3,2,0,110,3,22.045,109,12.63,210,9,0,1,5,1.3,1.3,0,0.716666667,2,3,110,1.16544
100,-111,111,9,1,3,165.9666667,5,-111,0,3,1,1,3,0,111,3,3.606,95,4.239,211,9,0,1,5,2.183333333,2.183333333,0,0.583333333,1,3,111,-0.374402
100,-111,112,9,1,3,166.4833333,5,-111,1,4,1,2,4,0,111,3,15.575,112,8.358,212,9,0,1,5,2.7,2.7,1,0.883333333,1,3,111,3.329067
100,-112,113,1,0,0,169.2833333,0,-112,0,0,1,1,0,0,112,0,13.833,128,11.526,213,1,0,1,0,0,0,0,0.516666667,2,4,112,1.981975
101,-113,113,1,1,0,170.05,0,-113,1,1,1,4,1,1,113,0,14.93,110,32.923,214,1,0,0,0,0.766666667,0.766666667,0,2.8,2,4,113,-1.060578
102,-113,113,1,0,0,170.8,0,-113,0,2,1,3,2,1,113,0,16.987,98,16.843,215,1,0,1,0,1.516666667,1.516666667,0,0.766666667,1,4,113,-0.110477
103,-113,113,1,0,0,171.2,0,-113,0,3,1,1,3,0,113,0,6.893,109,8.902,216,1,0,0,0,1.916666667,1.916666667,0,0.75,1,4,113,-0.921427
104,-113,113,1,0,0,171.6666667,0,-113,0,4,1,1,4,0,113,0,8.153,128,7.188,217,1,0,0,0,2.383333333,2.383333333,0,0.4,1,4,113,-0.57364
104,-113,114,2,0,1,172.5833333,0,-113,0,0,1,1,0,0,113,1,0.911,129,1.203,218,2,1,1,0,0,0,0,0.466666667,1,4,113,1.809321
105,-114,114,2,1,1,173.1666667,0,-114,1,1,1,7,1,0,114,1,30.651,121,25.195,219,2,0,1,0,0.583333333,0.583333333,0,0.916666667,2,4,114,-1.433229
106,-114,114,2,0,1,174.05,0,-114,1,2,1,0,2,1,114,1,2.202,121,1.544,220,2,0,0,0,1.466666667,1.466666667,1,0.583333333,1,4,114,0.275618
106,-114,115,2,0,1,174.7166667,0,-114,1,3,1,2,3,0,114,1,29.134,126,12.946,221,2,0,0,0,2.133333333,2.133333333,1,0.883333333,1,4,114,1.856163
107,-115,115,2,0,1,175.1666667,0,-115,1,4,1,1,4,0,115,1,7.353,117,4.202,222,2,0,1,0,2.583333333,2.583333333,0,0.666666667,2,4,115,-1.597067
108,-115,115,2,0,1,175.8833333,0,-115,1,5,1,0,5,0,115,1,5.626,117,5.061,223,2,0,0,0,3.3,3.3,1,0.45,2,4,115,0.377526
109,-115,115,3,0,2,177.15,0,-115,1,0,1,10,0,1,115,2,44.105,93,40.04,224,3,0,1,0,0,0,0,0.716666667,1,4,115,0.347998
109,-115,116,3,0,2,177.7666667,0,-115,1,1,1,3,1,0,115,2,13.638,124,15.329,225,3,0,1,0,0.616666667,0.616666667,0,1.266666667,2,4,115,1.073331
110,-116,116,3,0,2,178.5333333,0,-116,1,2,1,2,2,0,116,2,6.862,113,6.648,226,3,0,1,0,1.383333333,1.383333333,0,0.616666667,1,4,116,-2.092568
111,-116,116,3,0,2,179.25,0,-116,1,3,1,3,3,0,116,2,13.035,112,18.285,227,3,0,1,0,2.1,2.1,0,0.766666667,1,4,116,-0.464393
111,-116,117,3,0,2,179.8,0,-116,1,4,1,3,4,0,116,2,14.679,129,15.033,228,3,1,1,0,2.65,2.65,0,0.716666667,1,4,116,0.085756
111,-117,118,3,0,2,180.6666667,0,-117,0,5,1,8,5,0,117,2,40.057,113,51.154,229,3,0,0,0,3.516666667,3.516666667,0,0.55,2,4,117,0.412151
111,-118,119,3,0,2,181.7833333,0,-118,0,6,1,10,6,0,118,2,42.274,108,37.839,230,3,0,1,0,4.633333333,4.633333333,0,0.866666667,1,4,118,0.727933
112,-119,119,3,1,2,182.4166667,0,-119,0,7,1,4,7,1,119,2,25.995,117,22.348,231,3,0,1,0,5.266666667,5.266666667,0,1.116666667,1,4,119,-2.564837
113,-119,119,3,0,2,183.45,0,-119,0,8,1,5,8,0,119,2,18.923,131,20.832,232,3,1,0,0,6.3,6.3,0,0.633333333,1,4,119,-0.932134
113,-119,120,3,1,2,184.1,0,-119,1,9,1,3,9,0,119,2,20.844,127,18.666,233,3,0,1,0,6.95,6.95,0,1.033333333,1,4,119,0.867243
114,-120,120,3,0,2,185.0666667,0,-120,1,10,1,4,10,0,120,2,17.486,119,17.768,234,3,0,1,0,7.916666667,7.916666667,0,0.65,1,4,120,-2.559698
114,-120,121,3,1,2,185.6,0,-120,1,11,1,3,11,0,120,2,4.794,119,16.272,235,3,1,1,0,8.45,8.45,0,0.966666667,1,4,120,1.32751
114,-121,122,3,0,2,186.2666667,0,-121,1,12,1,4,12,0,121,2,11.995,129,19.741,236,3,0,0,0,9.116666667,9.116666667,0,0.533333333,2,4,121,0.259775
115,-122,122,3,1,2,187.15,0,-122,1,13,1,4,13,0,122,2,12.049,105,16.566,237,3,0,1,0,10,10,0,0.666666667,1,4,122,-2.197332
116,-122,122,3,0,2,187.6333333,0,-122,1,14,1,1,14,0,122,2,0.741,121,1.015,238,3,1,0,0,10.48333333,10.48333333,0,0.883333333,2,4,122,-1.107277
116,-122,123,3,1,2,189.0333333,0,-122,1,15,1,7,15,0,122,2,48.407,110,34.6,239,3,1,1,0,11.88333333,11.88333333,0,0.483333333,1,4,122,1.324469
117,-123,123,3,0,2,189.9166667,0,-123,1,16,1,6,16,1,123,2,23.903,128,30.164,240,3,0,1,0,12.76666667,12.76666667,0,1.4,1,4,123,-2.26366
118,-123,123,3,1,2,190.45,0,-123,0,17,1,1,17,0,123,2,8.067,114,11.716,241,3,0,1,0,13.3,13.3,0,0.883333333,1,4,123,0.566276
118,-123,124,4,0,3,192.5666667,0,-123,0,0,1,1,0,0,123,3,8.043,119,11.645,242,4,0,1,0,0,0,0,0.533333333,1,4,123,3.634657
119,-124,124,4,1,3,192.85,0,-124,1,1,1,1,1,0,124,3,7.128,129,5.839,243,4,0,0,0,0.283333333,0.283333333,0,2.116666667,1,4,124,-1.48638
120,-124,124,4,0,3,193.2,0,-124,1,2,1,2,2,0,124,3,6.699,117,5.707,244,4,0,1,0,0.633333333,0.633333333,1,0.283333333,2,4,124,-0.367644
121,-124,124,4,0,3,193.7833333,0,-124,1,3,1,0,3,0,124,3,3.162,117,1.518,245,4,0,0,0,1.216666667,1.216666667,1,0.35,1,4,124,0.233526
121,-124,125,4,0,3,194.1166667,0,-124,0,4,1,2,4,0,124,3,9.26,112,10.416,246,4,0,1,0,1.55,1.55,0,0.583333333,2,4,124,3.185593
121,-125,126,4,0,3,194.7333333,0,-125,1,5,1,1,5,0,125,3,8.454,126,6.55,247,4,0,1,0,2.166666667,2.166666667,0,0.333333333,1,4,125,1.902084
121,-126,127,4,0,3,195.2,0,-126,1,6,1,3,6,0,126,3,25.921,110,18.155,248,4,0,0,0,2.633333333,2.633333333,0,0.616666667,2,4,126,1.405849
121,-127,128,4,1,3,195.8833333,0,-127,1,7,1,3,7,0,127,3,9.783,111,9.226,249,4,0,1,0,3.316666667,3.316666667,0,0.466666667,2,4,127,2.635344
122,-128,128,5,0,3,196.9666667,1,-128,1,0,1,7,0,0,128,3,22.561,90,23.988,250,5,0,1,1,0,0,0,0.683333333,1,4,128,-1.414658
122,-128,129,5,0,3,197.3666667,1,-128,1,1,1,1,1,0,128,3,8.179,113,14.05,251,5,0,0,1,0.4,0.4,0,1.083333333,1,4,128,1.869894
123,-129,129,5,0,3,197.9166667,1,-129,1,2,1,2,2,0,129,3,4.252,129,11.046,252,5,0,1,1,0.95,0.95,0,0.4,2,4,129,-1.862719
124,-129,129,5,0,3,198.7333333,1,-129,1,3,1,3,3,0,129,3,8.237,99,13.185,253,5,1,1,1,1.766666667,1.766666667,0,0.55,1,4,129,-1.388113
124,-129,130,5,0,3,199.2166667,1,-129,1,4,1,3,4,0,129,3,7.683,123,16.359,254,5,1,1,1,2.25,2.25,0,0.816666667,1,4,129,0.653414
124,-130,131,5,0,3,199.7666667,1,-130,1,5,1,2,5,0,130,3,4.519,128,12.312,255,5,0,1,1,2.8,2.8,0,0.483333333,1,4,130,-0.727556
125,-131,131,5,0,3,200.35,1,-131,1,6,1,4,6,0,131,3,14.913,131,20.628,256,5,0,1,1,3.383333333,3.383333333,0,0.55,1,4,131,-2.191075
126,-131,131,5,1,3,200.9,1,-131,1,7,1,3,7,0,131,3,11.521,131,13,257,5,0,1,1,3.933333333,3.933333333,1,0.583333333,1,4,131,-2.057765
127,-131,131,6,0,4,202.9666667,1,-131,1,0,1,1,0,0,131,4,1.001,116,1.865,258,6,1,0,1,0,0,0,0.55,2,4,131,0.695306
127,-131,132,6,0,4,203.9166667,1,-131,1,1,1,0,1,0,131,4,14.763,116,7.196,259,6,0,1,1,0.95,0.95,1,2.066666667,2,4,131,2.167761
127,-132,133,6,0,4,205.05,1,-132,0,2,1,5,2,1,132,4,17.63,92,18.567,260,6,0,0,1,2.083333333,2.083333333,0,0.95,1,4,132,2.142764
127,-133,134,6,1,4,205.4666667,1,-133,0,3,1,1,3,1,133,4,3.127,113,2.312,261,6,0,1,1,2.5,2.5,0,1.133333333,1,4,133,2.920665
127,-134,135,6,1,4,206.0666667,1,-134,0,4,1,5,4,1,134,4,34.339,113,20.729,262,6,0,0,1,3.1,3.1,0,0.416666667,1,4,134,1.908098
127,-135,136,7,0,4,207.0333333,2,-135,0,0,1,1,0,1,135,4,0,131,0,263,7,0,0,2,0,0,0,0.6,1,4,135,0.717615
127,-136,137,7,1,4,208.1333333,2,-136,0,1,1,16,1,0,136,4,71.082,126,66.051,264,7,0,1,2,1.1,1.1,0,0.966666667,2,4,136,1.234089
128,-137,137,7,1,4,208.9333333,2,-137,0,2,1,0,2,1,137,4,4.731,126,5.41,265,7,0,0,2,1.9,1.9,0,1.1,1,4,137,-2.773071
128,-137,138,7,1,4,209.35,2,-137,0,3,1,1,3,0,137,4,4.538,129,6.454,266,7,0,0,2,2.316666667,2.316666667,0,0.8,1,4,137,3.265443
129,-138,138,7,1,4,209.9,2,-138,1,4,1,2,4,0,138,4,5.758,129,5.555,267,7,0,0,2,2.866666667,2.866666667,0,0.416666667,1,4,138,-1.14485
129,-138,139,7,1,4,210.5166667,2,-138,1,5,1,3,5,0,138,4,7.425,129,12.044,268,7,1,0,2,3.483333333,3.483333333,0,0.55,1,4,138,0.096683
129,-139,140,8,0,4,212.45,3,-139,1,0,1,2,0,0,139,4,11.612,129,11.127,269,8,0,0,3,0,0,0,0.616666667,1,4,139,2.625058
129,-140,141,8,1,4,213.0166667,3,-140,0,1,1,7,1,0,140,4,23.931,123,29.269,270,8,0,0,3,0.566666667,0.566666667,0,1.933333333,2,4,140,2.666106
130,-141,141,8,1,4,213.75,3,-141,1,2,1,3,2,0,141,4,12.344,90,5.17,271,8,0,0,3,1.3,1.3,0,0.566666667,2,4,141,0.294675
130,-141,142,8,1,4,214.4,3,-141,1,3,1,0,3,0,141,4,6.558,90,4.901,272,8,0,0,3,1.95,1.95,1,0.733333333,1,4,141,3.627773
130,-142,143,8,1,4,214.8833333,3,-142,1,4,1,1,4,0,142,4,2.69,113,2.559,273,8,0,1,3,2.433333333,2.433333333,0,0.65,1,4,142,2.868558
131,-143,143,9,0,4,215.5333333,4,-143,1,0,1,1,0,1,143,4,5.6,115,4.559,274,9,0,1,4,0,0,0,0.483333333,1,4,143,-1.430737
131,-143,144,9,0,4,215.9,4,-143,0,1,1,1,1,0,143,4,3.314,108,6.958,275,9,0,0,4,0.366666667,0.366666667,0,0.65,1,4,143,1.823457
132,-144,144,9,0,4,216.4333333,4,-144,0,2,1,4,2,0,144,4,16.683,121,21.572,276,9,0,1,4,0.9,0.9,0,0.366666667,1,4,144,-1.669152
133,-144,144,9,0,4,216.8666667,4,-144,0,3,1,1,3,0,144,4,1.106,110,1.796,277,9,1,0,4,1.333333333,1.333333333,0,0.533333333,1,4,144,-1.453736
134,-144,144,9,0,4,217.35,4,-144,1,4,1,3,4,0,144,4,6.747,110,14.401,278,9,1,1,4,1.816666667,1.816666667,0,0.433333333,2,4,144,-1.444452
134,-144,145,10,0,5,219.5333333,4,-144,0,0,1,7,0,0,144,5,22.624,105,28.05,279,10,0,1,4,0,0,1,0.483333333,2,4,144,3.036465
134,-145,146,10,1,5,220.2333333,4,-145,1,1,1,3,1,0,145,5,10.283,101,8.178,280,10,0,1,4,0.7,0.7,0,2.183333333,2,4,145,3.087621
135,-146,146,10,1,5,221,4,-146,1,2,1,3,2,0,146,5,9.553,92,9.464,281,10,0,1,4,1.466666667,1.466666667,0,0.7,1,4,146,1.046923
135,-146,147,10,1,5,221.5333333,4,-146,1,3,1,4,3,0,146,5,18.724,124,15.671,282,10,0,1,4,2,2,1,0.766666667,1,4,146,3.840138
136,-147,147,10,1,5,222.2666667,4,-147,0,4,1,11,4,0,147,5,41.728,121,35.211,283,10,0,1,4,2.733333333,2.733333333,0,0.533333333,1,4,147,0.511535
137,-147,147,10,1,5,222.8,4,-147,1,5,1,2,5,0,147,5,5.466,115,6.304,284,10,0,1,4,3.266666667,3.266666667,0,0.733333333,2,4,147,1.187313
137,-147,148,10,0,5,223.8166667,4,-147,1,6,1,6,6,1,147,5,24.586,95,18.374,285,10,0,1,4,4.283333333,4.283333333,0,0.533333333,1,4,147,4.008457
137,-148,149,10,1,5,224.3833333,4,-148,0,7,1,3,7,0,148,5,13.871,129,9.086,286,10,0,0,4,4.85,4.85,0,1.016666667,1,4,148,2.348554
138,-149,149,11,0,5,225.1666667,5,-149,1,0,1,1,0,0,149,5,4.678,113,3.861,287,11,0,1,5,0,0,0,0.566666667,1,4,149,-2.067046
138,-149,150,11,0,5,225.8,5,-149,1,1,1,1,1,0,149,5,6.51,125,14.701,288,11,0,0,5,0.633333333,0.633333333,0,0.783333333,2,4,149,2.57985
139,-150,150,11,0,5,226.4666667,5,-150,0,2,1,2,2,1,150,5,11.492,92,10.826,289,11,0,1,5,1.3,1.3,0,0.633333333,1,4,150,-1.767171
139,-150,151,11,0,5,227.25,5,-150,1,3,1,9,3,0,150,5,25.256,130,26.067,290,11,1,1,5,2.083333333,2.083333333,0,0.666666667,1,4,150,0.220526
139,-151,152,11,0,5,227.85,5,-151,0,4,1,4,4,0,151,5,11.144,113,17.319,291,11,0,1,5,2.683333333,2.683333333,0,0.783333333,2,4,151,-0.510765
139,-152,153,11,1,5,228.9666667,5,-152,0,5,1,6,5,1,152,5,21.505,113,31.781,292,11,0,1,5,3.8,3.8,0,0.6,2,4,152,0.311667
140,-153,153,12,0,5,230.9166667,6,-153,0,0,1,2,0,1,153,5,5.129,108,6.414,293,12,0,1,6,0,0,0,1.116666667,2,4,153,0.643655
140,-153,154,12,0,5,231.8666667,6,-153,0,1,1,8,1,0,153,5,26.436,112,36.084,294,12,0,1,6,0.95,0.95,1,1.95,1,4,153,3.790554
140,-154,155,12,0,5,232.5,6,-154,0,2,1,5,2,0,154,5,20.15,120,16.595,295,12,0,1,6,1.583333333,1.583333333,0,0.95,2,4,154,2.68689
141,-155,155,12,1,5,233.4166667,6,-155,1,3,1,3,3,0,155,5,36.86,104,27.722,296,12,0,0,6,2.5,2.5,0,0.633333333,1,4,155,0.232972
142,-155,155,12,0,5,234.0166667,6,-155,1,4,1,2,4,1,155,5,9.281,130,10.044,297,12,0,1,6,3.1,3.1,0,0.916666667,1,4,155,1.886144
142,-155,156,12,0,5,235.0333333,6,-155,1,5,1,14,5,1,155,5,58.723,113,52.318,298,12,1,1,6,4.116666667,4.116666667,0,0.6,1,4,155,2.991337
142,-156,157,12,0,5,235.5666667,6,-156,1,6,1,1,6,0,156,5,1.509,129,2.056,299,12,0,1,6,4.65,4.65,0,1.016666667,1,4,156,2.579359
142,-157,158,12,1,5,236.1833333,6,-157,1,7,1,1,7,0,157,5,32.582,128,12.292,300,12,0,1,6,5.266666667,5.266666667,0,0.533333333,1,4,157,3.094798
0,0,1,1,0,0,0,0,0,1,0,1,2,0,0,0,0,5.293,108,13.646,1,1,0,1,0,0,0,0,0,2,1,0,2.322133
1,-1,1,1,1,0,0.6,0,-1,1,1,1,2,1,0,1,0,5.293,108,13.646,2,1,0,1,0,0.6,0.6,0,0,1,1,1,-6.818546
2,-1,1,1,0,0,0.966666667,0,-1,1,2,1,1,2,0,1,0,4.009,124,6.596,3,1,0,1,0,0.966666667,0.966666667,0,0.6,2,1,1,-5.671257
2,-1,2,1,0,0,1.866666667,0,-1,0,3,1,9,3,1,1,0,55.989,104,72.403,4,1,0,1,0,1.866666667,1.866666667,0,0.366666667,2,1,1,5.054017
2,-2,3,1,0,0,2.533333333,0,-2,0,4,1,2,4,0,2,0,8.453,98,17.565,5,1,0,1,0,2.533333333,2.533333333,0,0.9,2,1,2,4.306684
3,-3,3,1,1,0,3.2,0,-3,1,5,1,0,5,0,3,0,2.378,98,3.195,6,1,0,1,0,3.2,3.2,0,0.666666667,1,1,3,-5.586203
4,-3,3,1,0,0,3.616666667,0,-3,1,6,1,1,6,0,3,0,4.119,125,5.414,7,1,0,1,0,3.616666667,3.616666667,0,0.666666667,1,1,3,-3.384809
4,-3,4,1,1,0,4.016666667,0,-3,1,7,1,1,7,0,3,0,2.976,125,4.703,8,1,0,1,0,4.016666667,4.016666667,0,0.416666667,2,1,3,6.175438
5,-4,4,1,0,0,4.75,0,-4,0,8,1,4,8,0,4,0,14.614,106,18.651,9,1,0,1,0,4.75,4.75,0,0.4,1,1,4,-11.211209
5,-4,5,1,1,0,5.133333333,0,-4,0,9,1,1,9,0,4,0,4.433,117,4.863,10,1,0,1,0,5.133333333,5.133333333,0,0.733333333,1,1,4,3.015756
6,-5,5,1,0,0,5.7,0,-5,0,10,1,4,10,0,5,0,24.065,124,21.321,11,1,0,1,0,5.7,5.7,0,0.383333333,1,1,5,-6.753699
